English Language Name	Alternate Language Name	ISO code	ROD code	Variant code	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scriture App Builder HTML	Google Play (Android app)	Android App (SE version)	Buy	BibleIs	YouVersion	Bibles.org	GRN	GoBible	MySword (Android)	Playlist Audio	Jesus Film (SE and YouTube)	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video	Scripture Animation Video	The Last Day Video	Jesus/Children Video	History	5fish	iTunes	Maps	
Agutaynen	Agutayno, Agutaynon, Agutayano, Agutaynon	agn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=agn	Philippines	27				1										1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.scriptureearth.agn.nt.apk		New Testament (Virtual Storehouse): http://virtualstorehouse.org/agutaynen-nt-agn	https://live.bible.is/bible/AGNWPS/Mat/1	Bible.com (YouVersion): https://www.bible.com/bible/1124/MAT.1	Bibles.org: https://bibles.org/agn-AGNNT/Matt/1	Audio recordings (Global Recordings Network): http://globalrecordings.net/en/language/258	agn-AngBitalatangDios.jar	 agn.bbl.mybible			https://www.scriptureearth.org/data/agn/video/LukeVideo-agn.txt														languages of the Philippines: http://www.ethnologue.com/map/PH_s	
Ahanta	Ayɩnda	aha			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=aha	Ghana															1																											
Ahirani	अहिराणी, Ahiri	ahr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ahr	India															1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.ips.ahrbible.ahirani						Audio recordings (Global Recordings Network): http://globalrecordings.net/en/langcode/ahr																			languages of India: http://www.ethnologue.com/map/IN_06	
Aikana	Masaká, Tubanao, Massaca, Aikanã, Aikaná, Corumbiara, Huari, Kasupá, Kolumbiara, Mondé, Tubarão, Uari, Wari	tba			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=tba	Brazil															1																											
Aimol	Langrong	aim			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=aim	India															1																											
Aja-Gbe	Dogbo, Hwe, Sikpi, Tado, Tala, Ehoue, Shikpi, Tadou, Aja, Adja, Ajagbe, Hwè, Dogo	ajg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ajg	Benin, Togo			100						100						1											https://www.scriptureearth.org/data/ajg/video/JESUSFilm-ajg.txt																
Ajië	A’jie, Anjie, Houaïlou, Waawilûû, Wai, Wailu	aji			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=aji	New Caledonia															1																											
Ajyininka Apurucayali	Ajyéninka, Apurucayali Campa, Ashaninca, Ashéninca Apurucayali, Axininka Campa, Campa, Ajyíninka Apurucayali, Ashaninca, Ashéninca Apurucayali	cpc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=cpc	Peru	27				1										1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.scriptureearth.cpc.nt.apk					Bibles.org: https://bibles.org/cpc-CPCNT/Matt/1			 cpc.bbl.mybible																		
Akan: Akuapem	Akan, Akuapem	aka	"02272		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=aka&ROD_Code=02272	Ghana															1				https://live.bible.is/bible/AK1UBS/Mat/1							https://www.scriptureearth.org/data/aka/video/JESUSFilm-aka-02272.txt																
Akan: Asante	Akan, Asante	aka	"00360		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=aka&ROD_Code=00360	Ghana															1				https://live.bible.is/bible/AKAUBS/mat/1							https://www.scriptureearth.org/data/aka/video/JESUSFilm-aka-00360.txt																
Akan: Fante	Akan, Fante, Abura Fanti, Agona, Ahafo, Akuapem, Akyem, Anomabo Fanti, Asante, Asen, Dankyira, Gomua, Kwawu, Achanti, Akuapim, Akwapem Twi, Akwapi, Akyem Bosome, Asanti, Ashante Twi, Fanti, Kwahu, Mfantse, Twi	aka	"00181		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=aka&ROD_Code=00181	Ghana															1			Fante Bibles (ZakBijbelBond): https://www.zakbijbelbond.nl/en/fante-bibles/ ## Twi-Akuapem Bibles (ZakBijbelBond): https://www.zakbijbelbond.nl/en/twi-akuapem-bibles/ ## Twi-Asante Bibles (ZakBijbelBond): https://www.zakbijbelbond.nl/en/twi-asante-bibles/	https://live.bible.is/bible/AKAFAN/mat/1							https://www.scriptureearth.org/data/aka/video/JESUSFilm-aka-00181.txt																
Akawaio	Acahuayo, Acewaio, Akawai, Ingariko, Ingarikó, Acewaio, Akawai, Akawayo, Akwaio, Kapon, Kapóng, Patamona, Ingariko, Acawayo, Waicá, Waika	ake			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ake	Brazil, Guyana, Venezuela	27				1										1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.scriptureearth.ake.nt.apk			https://live.bible.is/bible/AKEBSS/Mat/1		Bibles.org: https://bibles.org/ake-AKENT/Matt/1			 ake.bbl.mybible																		
Akebu	Akebou, Akébou, Ekpeebhe, Ekpeebhibhe, Gakagba, Kabu, Kebu, Kegberike, Kǝkpǝǝ-kǝ, Kébou, kekpeerike	keu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=keu	Togo															1																											
Akeu	Ake, Aki, Akui, Aki, Akui, Gokhu, Gaolkheel, Akheu, Gokhy	aeu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=aeu	China, Laos, Myanmar, Thailand															1		https://www.scriptureearth.org/data/aeu/study/aeu_Akeu_Scripture.apk		https://live.bible.is/bible/AEUWBT/MAT/1?audio_type=audio_drama	Bible.com (YouVersion): https://www.bible.com/bible/1504/MAT.1	Bibles.org: https://bibles.org/aeu-AEU/Matt/1					https://www.scriptureearth.org/data/aeu/video/JESUSFilm-aeu.txt																
Akha	Ahka, Aini, Ak’a, Aka, Ikor, Yani, Aini, Ak’a, Aka, Ikor, Yani, Khao Ikor	ahk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ahk	China, Laos, Myanmar, Thailand, Vietnam															1				https://live.bible.is/bible/AHKTBS/Mat/1	Bible.com (YouVersion) Yawshawr Yaerbof Dawqma Sarjax Yawshuif, Jaceuq: https://www.bible.com/bible/2166/MAT.1 ## Bible.com (YouVersion): https://www.bible.com/bible/1722/MAT.1						https://www.scriptureearth.org/data/ahk/video/JESUSFilm-ahk.txt											https://www.jesusfilm.org/watch/jfp-interests-student-resources.html/the-story-of-jesus-for-children/akha.html					
Aklanon	Akeanon, Aklan, Aklano, Aklanon-Bisayan, Inakeanon, Panay	akl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=akl	Philippines															1																											
Akoose	Elung, Mwambong, Mwamenam, Ninong, Northern Bakossi, Southern Bakossi, Western Bakossi, Along, Elong, Mouamenam, Nlong, Akose, Akosi, Bafaramani, Bakosi, Bakossi, Bekoose, Koose, Kosi, Kosse, Kossi, Manenguba, Ngoe, Nkoosi, Nkosi	bss			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bss	Cameroon															1											https://www.scriptureearth.org/data/bss/video/JESUSFilm-bss.txt																
Akposo	Amou Oblou, Ikponu, Iwi, Litime, Logbo, Uma, Badou, Uwi, Akposso, Ikposo, Ikposso, Kposo	kpo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=kpo	Ghana, Togo															1																											
Akukem	Sepen	spm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=spm	Papua New Guinea															1																											
Alaba	Alaaba, K’abeena, Qebena, Wanbasana, Alaba-K’abeena, Allaaba, Halaba, K’abena	alw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=alw	Ethiopia															1																											
Alamblak	Karawari, Kuvenmas, Arambak	amp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=amp	Papua New Guinea	27				1										1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.scriptureearth.amp.nt.apk		New Testament (Virtual Storehouse): http://virtualstorehouse.org/alamblak-nt-amp	https://live.bible.is/bible/AMPWBT/mat/1				AlamblakNT.jar	 amp.bbl.mybible																	languages of Papua New Guinea: http://www.ethnologue.com/map/PG_06	
Alangan		alj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=alj	Philippines															1																											
Albanian	Cham Tosk, Lab Tosk, Northern Tosk, Labërisht, Çam, Albanian, Tosk, Arnaut, Shkip, Shqip, Skchip, Tosk, Zhgabe, Arvanitika, Camerija	als			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=als	Albania, Greece, Turkey	27				1		39				1		1		1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.scriptureearth.als.b.apk			https://live.bible.is/bible/ALSBSA/Mat/1	Bible.com (YouVersion): https://www.bible.com/bible/7/MAT.1	Bibles.org - ALNT: https://bibles.org/alb-ALNT/Matt/1	Audio recordings (Global Recordings Network): http://globalrecordings.net/en/language/4609	AlbanianBible.jar	 als.bbl.mybible		https://www.scriptureearth.org/data/als/video/JESUSFilm-als.txt							https://www.scriptureearth.org/data/als/video/Magdalena-als.txt				https://www.jesusfilm.org/watch/jfp-interests-student-resources.html/the-story-of-jesus-for-children/albanian.html				languages of Greece and The Former Yugoslav Republic of Macedonia: http://www.ethnologue.com/map/GRMK	
Albanian		sqi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=sqi	Albania			100						100						1			Bible (ZakBijbelBond): https://www.zakbijbelbond.nl/en/albanian-bibles/		Bible.com (YouVersion) Dhiata e Re Gegnisht Konstandin Kristoforidhi 1: https://www.bible.com/bible/1826/MAT.1 ## Bible.com (YouVersion) Psalmet Toskërisht Konstandin Kristoforidhi 186: https://www.bible.com/bible/1825/MAT.1 ## Bible.com (YouVersion) Dhjata e Re 1827 (ALTMK27): https://www.bible.com/bible/1821/MAT.1 ## Bible.com (YouVersion) Psalmet Gegërisht - Konstandin Kristoforidhi 18: https://www.bible.com/bible/1824/MAT.1 ## Bible.com (YouVersion) Libra të Dhiatës së Vjetër të përkthyera në dia: https://www.bible.com/bible/1822/MAT.1 ## Bible.com (YouVersion) - Bibla Shqip 2018 ꞌSë bashkuꞌ (AL): https://www.bible.com/bible/292/MAT.1 ## Bible.com (YouVersion) - Bibla Shqip (ALBB): https://www.bible.com/bible/7/MAT.1																						
Albanian, Gheg	Geg,, Gegnisht-Shqyp, Gheg, Guegue, Shopni, Shqip, Shqyp	aln			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=aln	Albania, Bulgaria, Macedonia, Montenegro, Romania, Serbia, Slovenia															1						Bibles.org: https://bibles.org/aln-ALGKK72/Matt/1					https://www.scriptureearth.org/data/aln/video/JESUSFilm-aln.txt																
Alekano	Gafuku, Gahuku, Gahuku-Gama, Gahuku, Gahuku-Asaro, Gahuku-Gama	gah			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=gah	Papua New Guinea	27				1										1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.wycliffe.gah.alekano.nt			https://live.bible.is/bible/GAHPNG/Mat/1			Audio recordings (Global Recordings Network): http://globalrecordings.net/en/language/457		 gah.bbl.mybible			https://www.scriptureearth.org/data/gah/video/LukeVideo-gah.txt														languages of Papua New Guinea: http://www.ethnologue.com/map/PG_10	
Algonquin	Northern Algonquin, Southern Algonquin, Anishinaabemowin, Anishinàbemiwin, Nipissing, Algonkin, Anicinàbemowin	alq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=alq	Canada															1																											
Alis I Ron	Lis Ma Ron, Shagau, Alis I Run, Bokkos, Lis Ma Run, Maleni, Manguna, Nafunfia, Shagawu, Ron	cla	"02469		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=cla&ROD_Code=02469	Nigeria															1																											
Alladian	Aladian, Alladyan, Allagia, Allagian	ald			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ald	Côte d'Ivoire															1																											
Altai, Southern	Altai Proper, Talangit, Teleut, Altai-Kizhi, Altaj Kizi, Chuy, Maina-Kizhi, Southern Altai, Talangit-Tolos, Telengit, Altai, Oirot, Oyrot	alt			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=alt	Russia															1					Bible.com (YouVersion) Јаҥы Кереес (ALTNTBC): https://www.bible.com/bible/1850/MAT.1						https://www.scriptureearth.org/data/alt/video/JESUSFilm-alt.txt																
Alune	Patasiwa Alfoeren, Sapalewa, Central East Alune, Central West Alune, Kairatu, North Coastal Alune, South Alune, Buriah-Weth-Laturake, Nikulkan-Murnaten-Wakolo, Niniari-Piru-Riring-Lumoli, Rambatu-Manussa-Rumberu, Sapalewa	alp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=alp	Indonesia			100						100						1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=com.alkitab.maluku.alune				Bible.com (YouVersion): https://www.bible.com/bible/323/MAT.1	Bibles.org - ALP: https://bibles.org/alp-ALP/Matt/1 ## Bibles.org - ALPNT: https://bibles.org/alp-ALPNT/Matt/1		AluneBible.jar	 alp.bbl.mybible																	languages of Indonesia: http://www.ethnologue.com/map/ID_mc_ ## languages of Central Maluku: http://www.ethnologue.com/map/ID_mc_	
Alur	Jonam, Ngora, Aloro, Alua, Alulu, Dho Alur, DhuAlur, Jo Alur, Lur, Luri, Jokot, Mambisa, Wanyoro	alz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=alz	Democratic Republic of the Congo, Uganda															1											https://www.scriptureearth.org/data/alz/video/JESUSFilm-alz.txt																
Ama	Sawiyanu	amm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=amm	Papua New Guinea	27				1										1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.scriptureearth.amm.nt.apk		New Testament (Virtual Storehouse): http://virtualstorehouse.org/ama-nt-amm	https://live.bible.is/bible/AMMWBT/Mat/1			Audio recordings (Global Recordings Network): http://globalrecordings.net/en/program/C17911	AmaNewTestament.jar	 amm.bbl.mybible																	languages of Papua New Guinea: http://www.ethnologue.com/map/PG_05	
Amahuaca	Amaguaco, Amawaka, Ameuhaque, Ipitineri, Sayaco, Inuvaken, Viwivakeu, Amawaca, Amawáka, Amenguaca, Sayacu, Yora, Amahuaka, Amajuaca, Amawaka, Ameuhaque, Ipitineri, Ipitnere, Sayaco	amc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=amc	Brazil, Peru															1							Audio recordings (Global Recordings Network): http://globalrecordings.net/en/language/3180					https://www.scriptureearth.org/data/amc/video/LukeVideo-amc.txt														languages of Western Central Brazil: http://www.ethnologue.com/18/map/BR_wc/ ## languages of Peru: http://www.ethnologue.com/18/map/PE	
Amam	Biliau, Galeg, Suit, Yamai, Yori, Semang, Awad Bing, Awad Gey, Bing, Samang, Sengam	bcu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bcu	Papua New Guinea															1																											
Amanab	Awai	amn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=amn	Papua New Guinea	27				1										1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.scriptureearth.amn.nt.apk		New Testament (Virtual Storehouse): http://virtualstorehouse.org/amanab-nt-amn	https://live.bible.is/bible/AMNPNG/Mat/1			Audio recordings (Global Recordings Network): http://globalrecordings.net/en/language/3754	AmanabNT.jar	 amn.bbl.mybible		https://www.scriptureearth.org/data/amn/video/JESUSFilm-amn.txt															languages of Papua New Guinea: http://www.ethnologue.com/map/PG_03	
